dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-08-05,2025-08-05 16:53:19,CUST000000006672,648618,1,2000000255194,Two,CAD,21,4%,8,web,
2025-08-05,2025-08-05 16:53:19,CUST000000006672,648618,2,2000000472690,1,CAD,13,5%,2,web,
2025-08-05,2025-08-05 00:09:25,CUST000000012954,648619,1,2000000139272,1,AED,51,0%,3,web,
2025-08-05,2025-08-05 00:09:25,CUST000000012954,648619,2,2000000401577,Two,AED,67,11%,22,web,
2025-08-05,2025-08-05 00:09:25,CUST000000012954,648619,3,2000000180250,3,AED,90,0%,33,web,
2025-08-05,2025-08-05 00:09:25,CUST000000012954,648619,4,2000000088174,1,AED,2337,0%,117,web,
2025-08-05,2025-08-05 17:33:33,CUST000000095408,648620,1,2000000058221,1,AED,99,0%,5,app,PRIME5
2025-08-05,2025-08-05 17:33:33,CUST000000095408,648620,2,2000000142852,1,AED,2982,14%,129,app,PRIME5
2025-08-05,2025-08-05 14:06:18,CUST000000058583,648621,1,2000000013282,Two,INR,37367,0%,8969,app,PRIME5
2025-08-05,2025-08-05 14:06:18,CUST000000058583,648621,2,2000000254913,1,INR,1571,19%,154,app,PRIME5
2025-08-05,2025-08-05 14:06:18,CUST000000058583,648621,3,2000000099958,1,INR,5170,0%,258,app,PRIME5
2025-08-05,2025-08-05 17:06:46,CUST000000072737,648622,1,2000000113838,1,AUD,102,8%,12,web,
2025-08-05,2025-08-05 18:04:38,CUST000000233069,648623,1,2000000049779,1,GBP,76,15%,12,web,NEW10
2025-08-05,2025-08-05 18:04:38,CUST000000233069,648623,2,2000000186993,1,GBP,1,7%,1,web,NEW10
2025-08-05,2025-08-05 18:04:38,CUST000000233069,648623,3,2000000353760,1,GBP,65,3%,8,web,NEW10
2025-08-05,2025-08-05 18:07:36,CUST000000019256,648624,1,2000000172644,1,CAD,28,12%,5,web,
2025-08-05,2025-08-05 18:07:36,CUST000000019256,648624,2,2000000325774,1,CAD,57,19%,9,web,
2025-08-05,2025-08-05 18:07:36,CUST000000019256,648624,3,2000000274553,Two,CAD,34,10%,4,web,
2025-08-05,2025-08-05 18:07:36,CUST000000019256,648624,4,2000000232522,1,CAD,25,0%,4,web,
2025-08-05,2025-08-05 18:07:36,CUST000000019256,648624,5,2000000203553,1,CAD,67,15%,11,web,
2025-08-05,2025-08-05 05:34:52,CUST000000207949,648625,1,2000000121529,1,INR,78627,15%,7998,app,
2025-08-05,2025-08-05 05:53:13,CUST000000260751,648626,1,2000000038582,1,INR,605,0%,31,web,
2025-08-05,2025-08-05 05:53:13,CUST000000260751,648626,2,2000000494210,1,INR,4764,13%,208,web,
2025-08-05,2025-08-05 04:17:22,CUST000000075245,648627,1,2000000226613,1,INR,3967,20%,383,app,
2025-08-05,2025-08-05 18:27:43,CUST000000015997,648628,1,2000000360652,1,USD,$26,0%,5,app,
2025-08-05,2025-08-05 15:03:04,CUST000000180015,648629,1,2000000148922,4,INR,45671,0%,9135,web,NEW10
2025-08-05,2025-08-05 23:40:48,CUST000000141181,648630,1,2000000366043,1,INR,2175,5%,249,web,
2025-08-05,2025-08-05 11:17:04,CUST000000194554,648631,1,2000000179186,1,CAD,25,31%,1,web,SAVE50
2025-08-05,2025-08-05 13:54:10,CUST000000294572,648632,1,2000000145839,1,SGD,1017,4%,118,app,
2025-08-05,2025-08-05 02:29:58,CUST000000173348,648633,1,2000000149936,1,USD,$124,4%,6,web,
2025-08-05,2025-08-05 02:29:58,CUST000000173348,648633,2,2000000260556,1,USD,$24,20%,3,web,
2025-08-05,2025-08-05 02:29:58,CUST000000173348,648633,3,2000000348049,1,USD,$23,12%,3,web,
2025-08-05,2025-08-05 17:14:20,CUST000000073692,648634,1,2000000049236,Two,INR,4283,13%,890,web,FEST20
2025-08-05,2025-08-05 17:14:20,CUST000000073692,648634,2,2000000144757,1,INR,484,13%,51,web,FEST20
2025-08-05,2025-08-05 11:09:02,CUST000000177531,648635,1,2000000074900,1,INR,1101,4%,53,app,
2025-08-05,2025-08-05 11:09:02,CUST000000177531,648635,2,2000000394886,Two,INR,1338,11%,431,app,
2025-08-05,2025-08-05 11:09:02,CUST000000177531,648635,3,2000000444161,1,INR,1936,14%,201,app,
2025-08-05,2025-08-05 08:57:36,CUST000000212919,648636,1,2000000082349,1,SGD,3,10%,1,web,NEW10
2025-08-05,2025-08-05 02:46:36,CUST000000155411,648637,1,2000000026305,3,GBP,25,21%,12,web,FEST20
2025-08-05,2025-08-05 16:14:07,CUST000000232343,648638,1,2000000172187,1,INR,35504,10%,5736,web,
2025-08-05,2025-08-05 00:40:04,CUST000000091333,648639,1,2000000185675,1,INR,9843,14%,1012,web,
2025-08-05,2025-08-05 00:40:04,CUST000000091333,648639,2,2000000012537,1,INR,4194,10%,455,web,
2025-08-05,2025-08-05 15:51:01,CUST000000162667,648640,1,2000000070254,Two,INR,489,4%,113,app,
2025-08-05,2025-08-05 21:07:38,CUST000000260601,648641,1,2000000372136,1,AED,50,22%,5,app,
2025-08-05,2025-08-05 23:56:16,CUST000000259980,648642,1,2000000248233,1,INR,2250,16%,95,app,
2025-08-05,2025-08-05 08:48:21,CUST000000208183,648643,1,2000000262475,1,INR,1246,0%,150,web,
2025-08-05,2025-08-05 04:05:26,CUST000000200231,648644,1,2000000479606,1,AUD,41,17%,7,app,PRIME5
2025-08-05,2025-08-05 06:49:11,CUST000000026602,648645,1,2000000446967,1,INR,1737,11%,186,web,NEW10
2025-08-05,2025-08-05 06:49:11,CUST000000026602,648645,2,2000000142203,1,INR,12444,0%,2240,web,NEW10
2025-08-05,2025-08-05 10:40:53,CUST000000204635,648646,1,2000000463223,Two,INR,646,10%,141,app,
2025-08-05,2025-08-05 05:29:41,CUST000000158803,648647,1,2000000486451,1,INR,8146,10%,880,app,
2025-08-05,2025-08-05 20:30:39,CUST000000107158,648648,1,2000000355788,1,INR,3889,4%,447,app,NEW10
2025-08-05,2025-08-05 20:30:39,CUST000000107158,648648,2,2000000496528,3,INR,12538,2%,6656,app,NEW10
2025-08-05,2025-08-05 20:30:39,CUST000000107158,648648,3,2000000272382,1,INR,12818,18%,1255,app,NEW10
2025-08-05,2025-08-05 11:17:24,CUST000000126954,648649,1,2000000232416,1,INR,2201,22%,86,web,FEST20
2025-08-05,2025-08-05 11:17:24,CUST000000126954,648649,2,2000000052984,1,INR,111445,0%,13374,web,FEST20
2025-08-05,2025-08-05 11:17:24,CUST000000126954,648649,3,2000000051390,Two,INR,12782,25%,965,web,FEST20
2025-08-05,2025-08-05 11:17:24,CUST000000126954,648649,4,2000000205991,Two,INR,607,17%,51,web,FEST20
2025-08-05,2025-08-05 11:17:24,CUST000000126954,648649,5,2000000428475,1,INR,13481,15%,571,web,FEST20
2025-08-05,2025-08-05 14:04:01,CUST000000158342,648650,1,2000000390925,1,INR,1593,0%,192,web,
2025-08-05,2025-08-05 08:10:32,CUST000000219798,648651,1,2000000143118,3,INR,4328,0%,650,web,SAVE50
2025-08-05,2025-08-05 10:39:00,CUST000000127470,648652,1,2000000105338,1,INR,4326,2%,213,app,
2025-08-05,2025-08-05 10:39:00,CUST000000127470,648652,2,2000000040882,1,INR,7853,0%,1414,app,
2025-08-05,2025-08-05 02:51:49,CUST000000015833,648653,1,2000000278759,1,INR,1569,14%,163,app,
2025-08-05,2025-08-05 02:51:49,CUST000000015833,648653,2,2000000435633,Two,INR,4226,4%,970,app,
2025-08-05,2025-08-05 20:13:53,CUST000000053994,648654,1,2000000312255,1,INR,632,1%,113,web,FEST20
2025-08-05,2025-08-05 02:48:16,CUST000000012320,648655,1,2000000267784,Two,INR,47992,2%,4705,app,
2025-08-05,2025-08-05 06:27:39,CUST000000171913,648656,1,2000000446011,1,GBP,15,9%,2,app,FEST20
2025-08-05,2025-08-05 06:27:39,CUST000000171913,648656,2,2000000040806,Two,GBP,79,4%,19,app,FEST20
2025-08-05,2025-08-05 06:27:39,CUST000000171913,648656,3,2000000238920,Two,GBP,40,0%,5,app,FEST20
2025-08-05,2025-08-05 10:20:48,CUST000000160747,648657,1,2000000118185,1,USD,$54,9%,9,app,
2025-08-05,2025-08-05 10:20:48,CUST000000160747,648657,2,2000000050898,Two,USD,$5,15%,2,app,
2025-08-05,2025-08-05 06:10:12,CUST000000072821,648658,1,2000000159492,1,INR,821,0%,99,app,
2025-08-05,2025-08-05 06:10:12,CUST000000072821,648658,2,2000000295862,1,INR,7870,0%,394,app,
2025-08-05,2025-08-05 06:10:12,CUST000000072821,648658,3,2000000144931,1,INR,2535,14%,263,app,
2025-08-05,2025-08-05 22:49:01,CUST000000183862,648659,1,2000000398358,1,SGD,17,20%,3,app,
2025-08-05,2025-08-05 02:36:02,CUST000000047299,648660,1,2000000463391,3,AED,124,4%,43,app,
2025-08-05,2025-08-05 09:09:50,CUST000000197225,648661,1,2000000042121,1,CAD,14,13%,2,app,PRIME5
2025-08-05,2025-08-05 09:09:50,CUST000000197225,648661,2,2000000072913,1,CAD,4,1%,1,app,PRIME5
2025-08-05,2025-08-05 18:03:25,CUST000000095563,648662,1,2000000121215,1,INR,6714,17%,668,app,
2025-08-05,2025-08-05 18:03:25,CUST000000095563,648662,2,2000000080475,1,INR,5669,5%,647,app,
2025-08-05,2025-08-05 18:03:25,CUST000000095563,648662,3,2000000030531,1,INR,93755,0%,16877,app,
2025-08-05,2025-08-05 08:36:54,CUST000000052271,648663,1,2000000197241,1,AED,42,10%,7,app,SAVE50
2025-08-05,2025-08-05 17:08:05,CUST000000161076,648664,1,2000000337104,1,SGD,533,28%,70,app,
2025-08-05,2025-08-05 16:55:09,CUST000000047886,648665,1,2000000320601,Two,CAD,106,13%,34,app,FEST20
2025-08-05,2025-08-05 16:55:09,CUST000000047886,648665,2,2000000246154,1,CAD,8,0%,1,app,FEST20
2025-08-05,2025-08-05 16:55:09,CUST000000047886,648665,3,2000000310596,Two,CAD,275,10%,60,app,FEST20
2025-08-05,2025-08-05 16:55:09,CUST000000047886,648665,4,2000000301143,1,CAD,53,0%,10,app,FEST20
2025-08-05,2025-08-05 16:55:09,CUST000000047886,648665,5,2000000010809,1,CAD,208,5%,24,app,FEST20
2025-08-05,2025-08-05 23:13:53,CUST000000160090,648666,1,2000000168630,1,SGD,9,19%,1,web,PRIME5
2025-08-05,2025-08-05 04:11:26,CUST000000138191,648667,1,2000000207216,Two,USD,$417,0%,151,web,
2025-08-05,2025-08-05 04:11:26,CUST000000138191,648667,2,2000000387116,1,USD,$24,22%,1,web,
2025-08-05,2025-08-05 04:11:26,CUST000000138191,648667,3,2000000085210,1,USD,$35,14%,4,web,
2025-08-05,2025-08-05 03:54:40,CUST000000038210,648668,1,2000000138145,Two,INR,43078,7%,9657,web,FEST20
2025-08-05,2025-08-05 22:53:08,CUST000000036984,648669,1,2000000027180,1,USD,$1226,11%,131,app,FEST20
2025-08-05,2025-08-05 22:34:06,CUST000000142000,648670,1,2000000029078,1,CAD,99,0%,12,app,
2025-08-05,2025-08-05 22:34:06,CUST000000142000,648670,2,2000000337876,1,CAD,1117,3%,131,app,
2025-08-05,2025-08-05 00:09:06,CUST000000237911,648671,1,2000000323169,1,INR,1161,0%,140,web,FEST20
2025-08-05,2025-08-05 00:09:06,CUST000000237911,648671,2,2000000397474,1,INR,1595,15%,164,web,FEST20
2025-08-05,2025-08-05 00:09:06,CUST000000237911,648671,3,2000000138992,1,INR,14099,4%,1622,web,FEST20
2025-08-05,2025-08-05 07:55:54,CUST000000057979,648672,1,2000000249452,Two,GBP,28,10%,3,web,
2025-08-05,2025-08-05 02:00:38,CUST000000281686,648673,1,2000000342290,1,USD,$6,9%,1,web,FEST20
2025-08-05,2025-08-05 02:00:38,CUST000000281686,648673,2,2000000089805,1,USD,$19,10%,3,web,FEST20
2025-08-05,2025-08-05 03:20:10,CUST000000226760,648674,1,2000000219790,1,AUD,14,10%,3,web,SAVE50
2025-08-05,2025-08-05 06:50:08,CUST000000183709,648675,1,2000000068794,1,INR,547,12%,58,app,
2025-08-05,2025-08-05 04:47:16,CUST000000092088,648676,1,2000000136875,1,INR,575,6%,98,web,FEST20
2025-08-05,2025-08-05 21:36:18,CUST000000140412,648677,1,2000000105789,Two,INR,5383,19%,1051,app,FEST20
2025-08-05,2025-08-05 04:02:48,CUST000000243515,648678,1,2000000313801,1,SGD,59,13%,7,app,
2025-08-05,2025-08-05 06:41:53,CUST000000191668,648679,1,2000000125688,1,USD,$43,17%,5,web,
2025-08-05,2025-08-05 20:05:18,CUST000000020175,648680,1,2000000322599,1,INR,1219,9%,133,app,
2025-08-05,2025-08-05 13:17:59,CUST000000248356,648681,1,2000000333588,1,INR,1121,6%,127,web,
2025-08-05,2025-08-05 21:44:01,CUST000000039609,648682,1,2000000197944,1,INR,3241,14%,140,app,
2025-08-05,2025-08-05 14:55:08,CUST000000277772,648683,1,2000000020655,Two,INR,1764,21%,500,app,
2025-08-05,2025-08-05 14:55:08,CUST000000277772,648683,2,2000000477473,3,INR,2330,1%,1245,app,
2025-08-05,2025-08-05 04:48:38,CUST000000110836,648684,1,2000000128863,1,AED,185,8%,21,web,
2025-08-05,2025-08-05 00:32:46,CUST000000206015,648685,1,2000000420660,1,GBP,32,0%,2,web,
2025-08-05,2025-08-05 22:28:00,CUST000000129829,648686,1,2000000271767,1,INR,86266,13%,8965,app,
2025-08-05,2025-08-05 16:18:15,CUST000000161732,648687,1,2000000198910,1,INR,331,1%,60,app,SAVE50
2025-08-05,2025-08-05 16:18:15,CUST000000161732,648687,2,2000000371214,1,INR,83636,0%,4182,app,SAVE50
2025-08-05,2025-08-05 23:58:18,CUST000000206650,648688,1,2000000039701,1,USD,$4,0%,1,app,PRIME5
2025-08-05,2025-08-05 07:25:54,CUST000000290113,648689,1,2000000272047,Two,INR,1591,0%,573,app,FEST20
2025-08-05,2025-08-05 07:25:54,CUST000000290113,648689,2,2000000011219,Two,INR,92788,22%,7230,app,FEST20
2025-08-05,2025-08-05 08:00:06,CUST000000139269,648690,1,2000000008370,1,INR,10339,10%,1116,web,NEW10
2025-08-05,2025-08-05 08:00:06,CUST000000139269,648690,2,2000000449937,1,INR,7141,5%,816,web,NEW10
2025-08-05,2025-08-05 03:07:45,CUST000000245605,648691,1,2000000366661,1,CAD,50,14%,8,app,
2025-08-05,2025-08-05 16:34:26,CUST000000182868,648692,1,2000000057750,1,AED,284,24%,26,web,
2025-08-05,2025-08-05 20:47:11,CUST000000147113,648693,1,2000000329284,Two,INR,23277,4%,5354,web,
2025-08-05,2025-08-05 20:47:11,CUST000000147113,648693,2,2000000340661,1,INR,24129,9%,1101,web,
2025-08-05,2025-08-05 20:47:11,CUST000000147113,648693,3,2000000260228,Two,INR,182,3%,64,web,
2025-08-05,2025-08-05 02:05:46,CUST000000214848,648694,1,2000000284576,Two,SGD,87,30%,7,web,PRIME5
2025-08-05,2025-08-05 02:05:46,CUST000000214848,648694,2,2000000017556,Two,SGD,66,20%,6,web,PRIME5
2025-08-05,2025-08-05 11:14:12,CUST000000224517,648695,1,2000000068381,4,CAD,102,8%,69,app,
2025-08-05,2025-08-05 12:23:40,CUST000000255873,648696,1,2000000141251,1,INR,7472,1%,891,app,
2025-08-05,2025-08-05 12:23:40,CUST000000255873,648696,2,2000000364643,Two,INR,2693,9%,588,app,
2025-08-05,2025-08-05 09:18:23,CUST000000185800,648697,1,2000000374949,1,INR,1575,11%,71,app,
2025-08-05,2025-08-05 16:47:58,CUST000000252740,648698,1,2000000129860,1,INR,763,19%,75,app,
2025-08-05,2025-08-05 16:47:58,CUST000000252740,648698,2,2000000419763,1,INR,391,13%,18,app,
2025-08-05,2025-08-05 04:09:05,CUST000000049847,648699,1,2000000479897,1,USD,$12,16%,2,web,SAVE50
2025-08-05,2025-08-05 08:19:15,CUST000000131915,648700,1,2000000314655,Two,GBP,10,0%,4,web,
2025-08-05,2025-08-05 07:12:40,CUST000000245370,648701,1,2000000067278,1,INR,9408,0%,471,web,FEST20
2025-08-05,2025-08-05 19:44:16,CUST000000287863,648702,1,2000000425405,Two,SGD,12,9%,4,app,
2025-08-05,2025-08-05 19:44:16,CUST000000287863,648702,2,2000000159171,1,SGD,254,0%,13,app,
2025-08-05,2025-08-05 03:25:36,CUST000000139693,648703,1,2000000477237,Two,INR,3236,22%,607,app,FEST20
2025-08-05,2025-08-05 03:25:36,CUST000000139693,648703,2,2000000413785,1,INR,1234,3%,217,app,FEST20
2025-08-05,2025-08-05 21:13:15,CUST000000023539,648704,1,2000000246895,1,AED,106,9%,12,app,
2025-08-05,2025-08-05 21:13:15,CUST000000023539,648704,2,2000000276786,1,AED,107,9%,12,app,
2025-08-05,2025-08-05 02:32:36,CUST000000197555,648705,1,2000000060941,1,INR,15585,13%,1635,app,
2025-08-05,2025-08-05 03:54:17,CUST000000262614,648706,1,2000000156743,1,AED,42,16%,5,web,
2025-08-05,2025-08-05 03:54:17,CUST000000262614,648706,2,2000000452272,Two,AED,136,10%,45,web,
2025-08-05,2025-08-05 01:49:04,CUST000000039280,648707,1,2000000354552,1,INR,16665,20%,1603,web,
2025-08-05,2025-08-05 06:23:13,CUST000000244729,648708,1,2000000338538,1,INR,1027,20%,148,web,FEST20
2025-08-05,2025-08-05 06:23:13,CUST000000244729,648708,2,2000000162508,1,INR,3529,6%,597,web,FEST20
2025-08-05,2025-08-05 06:23:13,CUST000000244729,648708,3,2000000280189,1,INR,57162,18%,2339,web,FEST20
2025-08-05,2025-08-05 04:49:14,CUST000000256277,648709,1,2000000340852,1,INR,890,0%,107,app,
2025-08-05,2025-08-05 16:22:16,CUST000000025051,648710,1,2000000273624,Two,GBP,890,0%,214,web,
2025-08-05,2025-08-05 04:39:46,CUST000000228733,648711,1,2000000049977,1,INR,2926,11%,313,web,SAVE50
2025-08-05,2025-08-05 10:22:59,CUST000000141797,648712,1,2000000018973,1,INR,326,8%,36,app,FEST20
2025-08-05,2025-08-05 08:14:28,CUST000000118187,648713,1,2000000246970,Two,INR,563,0%,136,app,FEST20
2025-08-05,2025-08-05 11:43:20,CUST000000142611,648714,1,2000000090856,1,USD,$71,0%,13,app,
2025-08-05,2025-08-05 11:43:20,CUST000000142611,648714,2,2000000293981,1,USD,$40,0%,3,app,
2025-08-05,2025-08-05 11:43:20,CUST000000142611,648714,3,2000000436838,Two,USD,$10,17%,3,app,
2025-08-05,2025-08-05 14:31:55,CUST000000057183,648715,1,2000000071824,1,INR,5878,16%,594,web,
2025-08-05,2025-08-05 14:31:55,CUST000000057183,648715,2,2000000426341,1,INR,2100,8%,233,web,
2025-08-05,2025-08-05 10:06:46,CUST000000205599,648716,1,2000000313382,1,INR,1102,3%,128,app,FEST20
2025-08-05,2025-08-05 18:43:04,CUST000000260598,648717,1,2000000090276,1,AED,112,8%,13,app,PRIME5
2025-08-05,2025-08-05 13:39:13,CUST000000258356,648718,1,2000000408354,1,INR,1027,4%,119,web,SAVE50
2025-08-05,2025-08-05 20:02:53,CUST000000217982,648719,1,2000000398402,1,INR,2043,13%,213,app,
2025-08-05,2025-08-05 08:33:42,CUST000000020078,648720,1,2000000333021,1,INR,39292,2%,1917,web,PRIME5
2025-08-05,2025-08-05 12:06:52,CUST000000066836,648721,1,2000000378428,1,CAD,573,9%,63,web,NEW10
2025-08-05,2025-08-05 12:06:52,CUST000000066836,648721,2,2000000263212,Two,CAD,1001,20%,81,web,NEW10
2025-08-05,2025-08-05 08:26:38,CUST000000028964,648722,1,2000000040820,1,INR,585,3%,69,app,
2025-08-05,2025-08-05 00:23:56,CUST000000023723,648723,1,2000000471389,Two,AED,64,2%,7,app,
2025-08-05,2025-08-05 18:31:49,CUST000000100384,648724,1,2000000434216,Two,INR,489,0%,118,app,
2025-08-05,2025-08-05 18:31:49,CUST000000100384,648724,2,2000000261935,1,INR,11120,10%,1206,app,
2025-08-05,2025-08-05 18:31:49,CUST000000100384,648724,3,2000000083940,3,INR,4799,13%,1508,app,
2025-08-05,2025-08-05 18:56:01,CUST000000157924,648725,1,2000000266046,Two,GBP,18,1%,2,web,
2025-08-05,2025-08-05 06:17:13,CUST000000225273,648726,1,2000000108056,1,USD,$59,0%,3,app,
2025-08-05,2025-08-05 17:06:29,CUST000000264525,648727,1,2000000248813,1,INR,590,14%,62,app,
2025-08-05,2025-08-05 17:06:29,CUST000000264525,648727,2,2000000315669,1,INR,5942,10%,643,app,
2025-08-05,2025-08-05 22:09:27,CUST000000263645,648728,1,2000000193960,Two,INR,8649,5%,1969,web,FEST20
2025-08-05,2025-08-05 20:39:40,CUST000000253268,648729,1,2000000318233,1,INR,232,14%,11,web,
2025-08-05,2025-08-05 02:50:00,CUST000000205997,648730,1,2000000255286,4,INR,970,6%,440,web,FEST20
2025-08-05,2025-08-05 05:12:09,CUST000000065591,648731,1,2000000285924,1,INR,54694,11%,2433,app,
2025-08-05,2025-08-05 13:57:51,CUST000000284040,648732,1,2000000013152,1,USD,$45,0%,6,app,
2025-08-05,2025-08-05 20:12:46,CUST000000180955,648733,1,2000000240206,1,INR,433,3%,51,app,
2025-08-05,2025-08-05 20:12:46,CUST000000180955,648733,2,2000000189307,1,INR,2881,12%,457,app,
2025-08-05,2025-08-05 20:12:46,CUST000000180955,648733,3,2000000309309,Two,INR,1313,14%,271,app,
2025-08-05,2025-08-05 20:12:46,CUST000000180955,648733,4,2000000468280,1,INR,3678,12%,580,app,
2025-08-05,2025-08-05 20:12:46,CUST000000180955,648733,5,2000000190006,1,INR,3993,6%,675,app,
2025-08-05,2025-08-05 09:23:28,CUST000000191450,648734,1,2000000408194,Two,GBP,780,11%,251,web,NEW10
2025-08-05,2025-08-05 09:09:53,CUST000000178461,648735,1,2000000356037,1,SGD,8,6%,1,app,
2025-08-05,2025-08-05 10:40:43,CUST000000076277,648736,1,2000000029726,1,INR,2511,0%,126,web,
2025-08-05,2025-08-05 10:40:43,CUST000000076277,648736,2,2000000121642,1,INR,518,0%,94,web,
2025-08-05,2025-08-05 13:08:46,CUST000000186546,648737,1,2000000481890,1,USD,$18,10%,2,web,
2025-08-05,2025-08-05 13:08:46,CUST000000186546,648737,2,2000000472379,1,USD,$199,6%,34,web,
2025-08-05,2025-08-05 00:47:23,CUST000000139188,648738,1,2000000254319,1,USD,$8,0%,2,app,PRIME5
2025-08-05,2025-08-05 04:48:09,CUST000000283541,648739,1,2000000202204,1,INR,2916,2%,344,web,NEW10
2025-08-05,2025-08-05 00:57:58,CUST000000020749,648740,1,2000000269740,1,GBP,106,10%,12,app,
2025-08-05,2025-08-05 00:57:58,CUST000000020749,648740,2,2000000108971,1,GBP,218,13%,23,app,
2025-08-05,2025-08-05 00:57:58,CUST000000020749,648740,3,2000000212999,1,GBP,154,4%,18,app,
2025-08-05,2025-08-05 16:04:14,CUST000000082579,648741,1,2000000273952,1,INR,2448,11%,261,web,
2025-08-05,2025-08-05 16:04:14,CUST000000082579,648741,2,2000000496009,Two,INR,297,13%,26,web,
2025-08-05,2025-08-05 07:48:52,CUST000000092814,648742,1,2000000263595,1,INR,79706,13%,8344,web,NEW10
2025-08-05,2025-08-05 09:43:04,CUST000000111555,648743,1,2000000137414,1,INR,86010,0%,10322,web,
2025-08-05,2025-08-05 09:43:04,CUST000000111555,648743,2,2000000362212,1,INR,5421,0%,976,web,
2025-08-05,2025-08-05 12:26:11,CUST000000273095,648744,1,2000000121055,3,INR,8295,18%,2461,app,
2025-08-05,2025-08-05 18:27:56,CUST000000032655,648745,1,2000000104348,1,INR,2865,15%,123,web,
2025-08-05,2025-08-05 18:27:56,CUST000000032655,648745,2,2000000021652,Two,INR,18345,15%,3750,web,
2025-08-05,2025-08-05 14:32:32,CUST000000171181,648746,1,2000000306704,1,INR,11084,6%,1247,app,
2025-08-05,2025-08-05 14:32:32,CUST000000171181,648746,2,2000000074351,1,INR,13733,6%,1548,app,
2025-08-05,2025-08-05 14:47:43,CUST000000103297,648747,1,2000000325231,1,AED,233,2%,28,app,
2025-08-05,2025-08-05 01:01:58,CUST000000274596,648748,1,2000000398150,1,INR,7328,7%,815,app,FEST20
2025-08-05,2025-08-05 16:00:02,CUST000000218646,648749,1,2000000411743,Two,INR,2254,0%,542,app,
2025-08-05,2025-08-05 16:00:02,CUST000000218646,648749,2,2000000100227,Two,INR,2256,14%,700,app,
2025-08-05,2025-08-05 17:58:14,CUST000000277860,648750,1,2000000112282,1,USD,$60,2%,3,app,
2025-08-05,2025-08-05 17:58:14,CUST000000277860,648750,2,2000000407654,1,USD,$94,15%,10,app,
2025-08-05,2025-08-05 02:02:25,CUST000000265697,648751,1,2000000407326,Two,GBP,37,6%,9,app,
2025-08-05,2025-08-05 14:07:47,CUST000000071529,648752,1,2000000325064,1,INR,2370,4%,273,web,
2025-08-05,2025-08-05 17:15:23,CUST000000068492,648753,1,2000000408750,1,USD,$37,3%,5,web,FEST20
2025-08-05,2025-08-05 07:46:43,CUST000000254217,648754,1,2000000482521,Two,INR,10769,21%,2051,app,SAVE50
2025-08-05,2025-08-05 21:05:42,CUST000000011201,648755,1,2000000118277,1,INR,760,16%,77,app,
2025-08-05,2025-08-05 08:54:40,CUST000000021815,648756,1,2000000037202,3,INR,33372,1%,4932,app,
2025-08-05,2025-08-05 08:40:28,CUST000000161421,648757,1,2000000204055,1,INR,8699,0%,1044,app,
2025-08-05,2025-08-05 08:40:28,CUST000000161421,648757,2,2000000214283,3,INR,2550,8%,352,app,
2025-08-05,2025-08-05 08:40:28,CUST000000161421,648757,3,2000000012254,1,INR,1316,1%,156,app,
2025-08-05,2025-08-05 08:40:28,CUST000000161421,648757,4,2000000138909,1,INR,1103,8%,51,app,
2025-08-05,2025-08-05 07:33:39,CUST000000023124,648758,1,2000000287720,3,INR,1582,6%,535,web,
2025-08-05,2025-08-05 03:52:20,CUST000000054672,648759,1,2000000198224,1,INR,40960,9%,4496,app,
2025-08-05,2025-08-05 14:41:50,CUST000000128856,648760,1,2000000247632,1,INR,729,11%,117,app,FEST20
2025-08-05,2025-08-05 13:42:45,CUST000000062861,648761,1,2000000269917,4,INR,9215,12%,3885,web,FEST20
2025-08-05,2025-08-05 13:28:50,CUST000000048505,648762,1,2000000177502,1,USD,$20,15%,1,app,
2025-08-05,2025-08-05 13:28:50,CUST000000048505,648762,2,2000000152066,1,USD,$5,16%,1,app,
2025-08-05,2025-08-05 05:00:30,CUST000000192126,648763,1,2000000440507,1,USD,$1200,9%,197,web,
2025-08-05,2025-08-05 05:00:30,CUST000000192126,648763,2,2000000218724,1,USD,$19,21%,3,web,
2025-08-05,2025-08-05 05:00:30,CUST000000192126,648763,3,2000000456454,1,USD,$152,16%,16,web,
2025-08-05,2025-08-05 05:00:30,CUST000000192126,648763,4,2000000430232,1,USD,$122,2%,15,web,
2025-08-05,2025-08-05 05:00:30,CUST000000192126,648763,5,2000000204208,Two,USD,$57,0%,21,web,
2025-08-05,2025-08-05 04:21:13,CUST000000230951,648764,1,2000000393681,Two,GBP,5,22%,2,web,
2025-08-05,2025-08-05 16:21:20,CUST000000149235,648765,1,2000000141381,1,USD,$10,8%,1,web,
2025-08-05,2025-08-05 13:53:11,CUST000000261613,648766,1,2000000035437,Two,INR,32954,11%,7078,app,
2025-08-05,2025-08-05 09:55:04,CUST000000286680,648767,1,2000000057422,1,SGD,28,12%,5,web,PRIME5
2025-08-05,2025-08-05 14:36:30,CUST000000027469,648768,1,2000000101392,1,INR,1222,14%,127,app,PRIME5
2025-08-05,2025-08-05 14:36:30,CUST000000027469,648768,2,2000000162270,1,INR,6448,5%,738,app,PRIME5
2025-08-05,2025-08-05 14:36:30,CUST000000027469,648768,3,2000000094595,Two,INR,3756,0%,1353,app,PRIME5
2025-08-05,2025-08-05 09:46:00,CUST000000247568,648769,1,2000000013503,1,INR,57997,0%,10440,web,
